Index,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
349,Thomas Gold,Escape,2020-01-17,0.438,0.767,3,-4.335,1,0.0422,0.0173,0,0.116,0.244,127.96,191719,4
350,Gryffin,If I Left The World (feat. MARINA & Model Child),2019-10-24,0.251,0.673,3,-5.342,1,0.076,0.0782,0,0.0844,0.262,89.973,199919,4
351,Morgan Page,Footprints - Mokita Remix,2019-11-08,0.421,0.461,4,-12.708,1,0.0636,0.317,0,0.189,0.162,139.931,153979,4
352,for KING & COUNTRY,God Only Knows (GATTÜSO Remix),2019-05-31,0.545,0.889,2,-4.42,1,0.0448,0.00377,2.99e-05,0.103,0.429,144.039,198371,4
353,Kyau & Albert,I Feel Love - John Grand Remix,2019-11-15,0.5,0.94,10,-5.482,0,0.0439,8.97e-05,0.919,0.215,0.418,128.004,216094,4
354,Dimitri Vegas & Like Mike,Momentum - Michael Calfan Remix,2012-08-27,0.703,0.83,9,-3.839,1,0.0425,0.0033,0.909,0.213,0.0588,128.022,360000,4
355,Avicii,Ain't A Thing (feat. Bonn),2019-06-06,0.454,0.423,9,-7.286,1,0.0552,0.544,0,0.0538,0.245,170.162,183661,4
356,Midnight Kids,Innocence,2020-05-22,0.456,0.914,9,-8.9,1,0.0381,0.436,0.934,0.394,0.0393,120.018,112213,4
357,ILLENIUM,Good Things Fall Apart (with Jon Bellion),2019-08-16,0.643,0.603,2,-5.416,1,0.0311,0.012,0,0.118,0.42,144.01,216668,4
358,Basto,Gaia,2019-11-11,0.549,0.725,7,-9.979,1,0.0806,0.102,0.00124,0.0965,0.358,124.985,169719,4
359,Breathe Carolina,July - FRND Remix,2020-04-24,0.679,0.56,6,-7.526,0,0.0331,0.222,0.00026,0.163,0.377,115.035,204652,4
360,Tomas Heredia,Dandelion Rain,2019-08-02,0.472,0.795,7,-6.541,1,0.0396,0.00072,0.000497,0.19,0.116,128.081,198935,4
361,JLV,Never Coming Down,2019-12-05,0.636,0.768,0,-4.689,1,0.0306,0.308,0,0.149,0.351,126.054,195357,4
362,Throttle,Japan,2019-09-13,0.756,0.547,9,-10.033,1,0.0413,0.272,0.00742,0.113,0.234,121.995,212433,4
363,Mark Sixma,Meet Again,2019-09-27,0.674,0.766,5,-4.53,0,0.0524,0.0631,0,0.528,0.357,123.991,186308,4
364,Matt Maeson,Go Easy - Andrelli Remix,2019-11-22,0.657,0.703,10,-5.315,1,0.127,0.0167,0,0.0763,0.326,95.99,193318,4
365,Avicii,Hold The Line (feat. A R I Z O N A),2019-06-06,0.648,0.554,9,-7.005,1,0.0341,0.329,2.56e-05,0.0803,0.372,98.045,171786,4
366,Hybrid Minds,In Your Arms,2019-03-08,0.3,0.849,9,-2.908,1,0.0535,0.159,0.0091,0.0764,0.0556,87.002,252414,4
367,ILLENIUM,I Care - Intro,2019-08-16,0.164,0.0774,11,-15.546,0,0.0402,0.86,0.849,0.146,0.0384,182.19,33158,5
368,ARTY,Avalanche,2019-04-19,0.52,0.78,0,-8.782,1,0.0339,0.0816,0.816,0.256,0.231,128.02,191719,4
369,The Chainsmokers,Paris - FKYA Remix,2017-02-17,0.636,0.676,11,-6.285,0,0.0279,0.00246,1.02e-05,0.12,0.282,100.051,195707,4
370,Murtagh,10AM,2019-08-09,0.569,0.889,4,-7.684,1,0.0394,0.286,0.901,0.0824,0.346,127.03,308308,4
371,BRKLYN,Your Love,2015-11-27,0.445,0.947,5,-4.833,1,0.119,0.00491,0.000963,0.0809,0.244,127.927,254062,4
372,STANDERWICK,This Letter,2019-03-01,0.632,0.718,7,-6.806,1,0.0292,0.00245,0.00705,0.0971,0.465,131.983,205001,4
373,Klaas,Call Me When You Need Me,2019-06-28,0.675,0.695,10,-5.674,1,0.0557,0.419,0,0.174,0.453,125.02,205920,4
374,Alex Schulz,My Heart Is Your Heart - Club Edit,2020-03-06,0.642,0.864,2,-5.506,1,0.0717,0.00572,7.7e-06,0.19,0.286,126.0,199048,4
375,Kygo,Kids in Love (feat. The Night Game),2017-11-03,0.499,0.673,0,-4.505,1,0.0348,0.399,1.21e-06,0.208,0.301,121.87,263400,4
376,Paul Oakenfold,With You,2020-01-31,0.507,0.818,10,-6.171,1,0.0819,0.00915,3.23e-05,0.351,0.385,128.024,177252,4
377,ILLENIUM,In Your Arms (with X Ambassadors),2019-08-16,0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036,220730,4
378,Mark & Lukas,Our Home - Vince Forwards Remix,2020-01-24,0.701,0.569,1,-8.09,1,0.0488,0.0148,0.898,0.662,0.872,123.001,483000,4
379,Jordan Jay,Spinning Lights,2019-08-02,0.794,0.876,0,-3.705,1,0.174,0.0623,0.000388,0.117,0.552,126.027,145010,4
380,Hiatus,Delam,2016-12-09,0.346,0.215,6,-16.946,0,0.05,0.549,1.59e-06,0.366,0.246,76.285,136507,3
381,P!nk,Can We Pretend (feat. Cash Cash) - Bart B More Remix,2019-07-12,0.72,0.748,1,-5.205,0,0.0548,0.000231,0.000168,0.0541,0.299,125.061,249600,4
382,Manse,Time Of Our Lives,2017-01-27,0.601,0.868,3,-3.029,1,0.0341,0.0713,0.00021,0.174,0.326,124.943,180480,4
383,Axwell,Belong,2016-08-05,0.577,0.88,6,-2.916,1,0.0357,0.335,0.896,0.143,0.259,127.951,204375,4
384,Seven Lions,Only Now (feat. Tyler Graves),2020-02-21,0.384,0.808,7,-5.225,1,0.0397,0.00558,8.51e-06,0.116,0.195,149.926,211200,4
385,First State,Reverie - Dash Berlin Remix Edit,2012-03-30,0.423,0.75,4,-8.887,1,0.0986,0.0443,0.000523,0.364,0.339,133.761,214925,4
386,ILLENIUM,Hold On (with Georgia Ku),2019-08-16,0.506,0.744,9,-3.605,1,0.042,0.0463,6.62e-06,0.52,0.396,76.056,235263,4
387,Tobtok,The Stand Off (feat. Hayley May),2019-07-12,0.608,0.903,0,-5.108,0,0.0376,0.00603,0.567,0.0981,0.787,125.991,160060,4
388,Murtagh,9AM,2019-08-09,0.55,0.81,7,-8.673,1,0.0359,0.131,0.673,0.0719,0.135,124.011,317538,4
389,Kygo,Born To Be Yours,2018-06-15,0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,193321,4
390,Kölsch,Bloodline feat. Tomas Høffding,2015-06-08,0.397,0.447,6,-11.987,0,0.0312,0.0344,0.425,0.229,0.115,122.998,350813,4
391,Rave New World,Home,2020-04-09,0.386,0.66,10,-5.763,1,0.0349,0.0844,0,0.379,0.344,74.067,188800,4
392,Said the Sky,Never Gone,2018-07-20,0.28,0.646,2,-4.69,1,0.0413,0.179,3.59e-06,0.361,0.191,149.919,243200,4
393,Oliver Smith,Warehouse,2020-01-08,0.554,0.8,0,-6.059,0,0.0299,0.00696,0.00467,0.0817,0.244,127.977,246996,4
394,Duke Dumont,Love Song,2020-03-10,0.516,0.619,1,-6.321,1,0.0347,7.69e-05,0.506,0.103,0.0949,124.0,348456,4
395,ILLENIUM,Broken Ones (with Anna Clendening) [Last Heroes Remix],2020-05-15,0.426,0.758,10,-5.86,1,0.051,0.0115,0,0.236,0.157,150.052,198400,4
396,John De Sohn,Lovers For The Weekend,2020-04-24,0.571,0.775,3,-8.608,1,0.0477,0.00527,8.99e-06,0.156,0.384,105.951,170947,4
397,Jared Minnix,Hydroplane - Remix,2020-04-29,0.55,0.564,2,-6.995,1,0.0551,0.071,0,0.0826,0.362,153.826,254082,4
398,Thomas Hayes,Neon (Alluvion),2015-06-01,0.446,0.811,6,-5.369,1,0.0434,0.00363,8.82e-05,0.149,0.111,128.03,206719,4
399,George Ezra,Hold My Girl - Martin Jensen Remix,2018-11-23,0.638,0.667,10,-5.63,1,0.0528,0.327,1.27e-05,0.27,0.338,123.955,185345,4
400,Rico & Miella,Worth Fighting For (Otero Remix),2016-12-05,0.374,0.856,8,-4.184,1,0.253,0.177,0.000238,0.581,0.329,147.689,223796,4
401,Hybrid Minds,Drowning In You,2019-10-30,0.465,0.885,7,-2.284,1,0.0601,0.00671,0.000377,0.139,0.0539,173.974,217931,4
402,Markus Schulz,Love Me Like You Never Did (Radio Edit),2016-06-24,0.515,0.675,6,-4.801,1,0.0358,0.0356,0,0.15,0.216,128.14,212813,4
403,Fred V & Grafix,Hurricanes (Wild Love),2017-07-28,0.441,0.818,8,-5.88,1,0.044,0.0865,0.0106,0.103,0.0716,174.025,231695,4
404,The Chainsmokers,Takeaway (with ILLENIUM & Lennon Stella),2019-08-16,0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,209893,1
405,Tom B.,Someday,2018-11-12,0.614,0.684,1,-8.123,1,0.031,0.0022,0.92,0.152,0.14,123.018,183533,4
406,Thomas Gold,Live A Little Louder,2020-04-03,0.531,0.771,10,-6.452,1,0.0491,0.00295,0.000197,0.182,0.483,128.012,186562,4
407,Nora Van Elken,Sequoia,2019-10-23,0.76,0.864,11,-7.024,1,0.0358,0.057,0.65,0.21,0.049,115.994,197077,4
408,ARMNHMR,Here With Me (feat. Nevve),2020-01-17,0.376,0.784,0,-3.856,1,0.0406,0.378,0,0.198,0.413,144.933,205241,4
409,Marshmello,Here With Me,2019-03-08,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4
410,Kastra,U & Me,2019-08-02,0.652,0.82,7,-4.798,0,0.053,0.137,0.000359,0.106,0.355,126.046,210859,4
411,Prince Fox,Same Love,2019-11-22,0.556,0.722,5,-5.595,1,0.0344,0.0275,0,0.32,0.295,124.026,212000,4
412,DNKNN,Clorofilla,2019-12-20,0.625,0.752,8,-6.537,1,0.0402,0.00597,0.311,0.111,0.172,126.047,226905,4
413,Dimension,Love To Give,2020-03-06,0.454,0.977,11,-0.945,1,0.069,0.0819,0.00463,0.141,0.311,173.797,202774,4
414,DJ Funsize,Find the Light,2019-05-23,0.549,0.766,9,-7.902,1,0.0368,0.00621,0.000711,0.309,0.359,127.999,189375,4
415,Lane 8,Don't Let Me Go,2019-11-14,0.353,0.473,4,-10.471,1,0.0319,0.0861,0.311,0.104,0.13,123.974,274839,4
416,Klingande,Ready For Love (feat. Greg Zlap),2019-04-26,0.633,0.88,8,-4.808,1,0.158,0.0046,4.26e-06,0.775,0.441,124.037,178064,4
417,Armin van Buuren,I Need You,2017-01-06,0.6,0.863,8,-5.754,0,0.031,0.00168,0.00406,0.0939,0.223,106.997,206750,4
418,Keeno,At Twilight,2016-02-26,0.45,0.872,2,-5.312,1,0.0408,0.00315,0.83,0.071,0.2,175.025,250971,4
419,Teddy Beats,Hold Me,2019-07-26,0.75,0.666,0,-7.155,1,0.0315,0.0844,0.00253,0.118,0.53,109.982,219023,4
420,The Chainsmokers,Closer,2016-07-29,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4
421,West Coast Massive,Great Escape,2020-02-14,0.421,0.879,2,-3.939,1,0.0583,0.055,0,0.254,0.294,103.326,169515,4
422,Martin Garrix,Higher Ground (feat. John Martin),2020-05-14,0.442,0.619,1,-5.28,1,0.0321,0.0841,0,0.0889,0.382,128.318,206279,4
423,Paige,Always On Your Mind,2019-07-12,0.76,0.58,7,-8.085,1,0.0463,0.252,1.71e-06,0.284,0.669,115.067,177212,4
424,Above & Beyond,Prelude,2011,0.56,0.776,11,-6.882,0,0.0378,0.00452,0.444,0.117,0.226,131.995,345267,4
425,DJ DLG,Love,2020-05-20,0.762,0.801,0,-5.246,1,0.376,0.00323,0.399,0.221,0.6,126.058,183810,4
426,Sultan,Keep Moving - Radio Edit,2014-07-28,0.58,0.934,5,-3.359,1,0.0382,0.0978,0.00213,0.0626,0.587,129.991,188008,4
427,San Holo,Light - GOSLO Remix,2017-01-27,0.641,0.676,9,-4.461,1,0.0385,0.108,0,0.152,0.166,119.108,302506,4
428,Cosmic Gate,Awaken - Edit,2018-10-12,0.618,0.74,8,-7.159,0,0.0375,0.343,0.00583,0.436,0.251,127.988,221250,4
429,Mesto,Don't Worry (feat. Aloe Blacc),2019-11-29,0.741,0.733,1,-4.572,0,0.0367,0.143,0,0.103,0.549,125.962,175099,4
430,The Chainsmokers,Inside Out (feat. Charlee),2016-11-04,0.55,0.655,7,-5.874,0,0.0311,0.00296,1.54e-05,0.138,0.14,143.963,233573,4
431,Tritonal,When I'm With U - RetroVision Remix,2019-08-02,0.708,0.845,7,-3.882,1,0.0461,0.12,0,0.479,0.359,125.977,172381,4
432,Hybrid Minds,Higher Love,2019-07-24,0.47,0.853,2,-2.033,1,0.0767,0.0125,0.000103,0.147,0.0384,173.797,223448,4
433,Rohn Dahlberg,Believe in Love,2019-07-09,0.73,0.578,4,-10.341,0,0.0486,0.16,0.7,0.438,0.0474,122.0,330475,4
434,Thomas Gold,Got To Know,2020-04-24,0.721,0.755,11,-5.943,1,0.0309,0.0926,0,0.0706,0.622,126.031,146586,4
435,Robin M,Hangdrum,2019-12-06,0.68,0.717,4,-9.181,0,0.0344,0.121,0.884,0.0971,0.488,122.993,154634,4
436,Lucas Prata,Change The World - Tensteps Remix,2020-06-12,0.617,0.898,9,-3.075,1,0.0698,0.0429,0,0.479,0.46,131.966,229545,4
437,ARTY,Daydreams - Sultan + Shepard Echoes Of Life Remix,2020-01-10,0.669,0.793,1,-6.16,1,0.0403,0.0318,0.0372,0.555,0.159,121.995,220205,4
438,Thomas Hayes,Golden,2015-12-07,0.466,0.894,9,-4.67,1,0.066,0.00393,0,0.15,0.186,128.133,212813,4
439,Funk Machine,In My Arms,2020-01-24,0.703,0.675,11,-4.714,0,0.0513,0.0346,3.91e-06,0.0931,0.603,114.91,179478,4
440,3LAU,Better With You - Kastra & twoDB Remix,2019-07-10,0.563,0.85,3,-4.79,1,0.0845,0.0349,0,0.107,0.458,123.969,178065,4
441,Stadiumx,Know You Better,2019-07-18,0.588,0.83,2,-5.206,1,0.0423,0.0685,0,0.116,0.225,122.002,216393,4
442,Red Square,The Word (Go There) - Original Mix,2018-11-23,0.711,0.818,11,-2.836,0,0.195,0.139,1.74e-06,0.173,0.771,125.991,267667,4
443,Kygo,Only Us,2020-05-29,0.424,0.402,9,-10.652,1,0.0617,0.646,5.11e-06,0.104,0.199,82.002,202466,5
444,Cerus,Need You,2020-05-08,0.499,0.692,5,-5.446,0,0.0511,0.0603,1.01e-06,0.253,0.229,141.913,228380,4
445,Jonas Blue,All Night Long,2019-11-15,0.572,0.811,6,-4.874,0,0.066,0.00887,5.65e-06,0.124,0.332,125.946,206667,4
446,Consoul Trainin,Don't Say A Word,2019-09-27,0.578,0.706,1,-5.084,1,0.044,0.0328,0,0.0749,0.246,119.913,177267,4
447,Disco Killerz,Beautiful Life - GATTÜSO Remix,2019-02-01,0.574,0.625,7,-6.231,1,0.0439,0.00753,0,0.487,0.388,128.006,206475,4
448,Above & Beyond,We're All We Need (feat. Zoë Johnston),2015-01-20,0.565,0.484,3,-8.722,1,0.0424,0.744,0.000333,0.412,0.115,127.011,262427,4
449,Young Bombs,Loyal,2019-08-23,0.573,0.726,5,-4.63,0,0.0357,0.0275,0,0.171,0.5,102.959,196940,4
450,Jay Pryor,Finding Our Way,2019-08-23,0.773,0.804,9,-6.408,1,0.102,0.0243,1.3e-05,0.347,0.65,124.034,173258,4
451,AVIAN GRAYS,Endlessly - Eden Prince Remix,2020-05-15,0.715,0.77,2,-6.808,1,0.0393,0.0437,0.01,0.117,0.233,123.991,166392,4
452,Zonderling,Lifetime,2019-08-23,0.868,0.602,7,-5.358,1,0.0653,0.521,0.00187,0.0915,0.73,108.019,135556,4
453,Big Gigantic,You’re The One,2019-06-18,0.418,0.632,9,-3.823,0,0.0309,0.0542,0,0.0746,0.222,174.951,244000,4
454,Morgan Page,Our Song,2020-05-08,0.702,0.659,6,-4.485,1,0.0625,0.313,0,0.11,0.224,122.054,191539,4
455,Swanky Tunes,Till The End,2016-08-19,0.574,0.922,4,-3.104,1,0.0476,0.42,0.000189,0.146,0.232,108.005,195653,4
456,Tom Budin,Wandering Souls,2020-05-14,0.605,0.655,11,-7.946,1,0.0294,0.291,0.0445,0.0937,0.0719,124.008,246779,4
457,DECLÖ,No Lie - Original Mix,2019-02-14,0.602,0.93,2,-3.033,1,0.0403,0.121,4.62e-06,0.153,0.611,110.0,282358,4
458,Avicii,Lonely Together (feat. Rita Ora),2017-08-10,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,4
459,Kygo,Say You Will,2020-05-29,0.593,0.43,0,-8.977,1,0.0431,0.304,0,0.0896,0.0955,122.09,207898,4
460,Midnight Kids,Serious (with Matthew Koma),2018-11-09,0.53,0.763,4,-3.348,1,0.0367,0.242,0,0.117,0.226,100.002,182400,4
461,Sam Smith,To Die For - Madism Remix,2020-03-05,0.596,0.657,0,-5.108,1,0.0387,0.646,0,0.102,0.321,102.054,161538,4
462,Sondr,Heartache,2020-05-01,0.336,0.856,11,-6.295,1,0.352,0.0249,0,0.111,0.392,98.056,191020,4
463,Corderoy,Close My Eyes - Don Diablo Edit,2016-03-28,0.751,0.591,2,-5.249,1,0.141,0.0381,5.61e-06,0.158,0.229,125.98,282402,4
464,George Acosta,Nite Time - Radio Edit,2011-04-18,0.509,0.607,1,-8.546,0,0.0823,0.0133,0.271,0.101,0.0611,129.924,228923,4
465,Jax Jones,All 4 U,2019-09-06,0.642,0.746,9,-7.324,1,0.0342,0.0064,0.0411,0.103,0.522,120.756,189013,4
466,Funkerman,Beautiful,2019-07-12,0.659,0.783,7,-5.57,1,0.0519,0.019,0.00444,0.394,0.285,123.995,234802,4
467,R Plus,Together - (Cedric Gervais Remix) [Edit],2020-05-08,0.645,0.89,0,-5.122,1,0.0288,0.0641,0.34,0.113,0.193,125.0,207360,4
468,Bassnectar,You & Me (feat. W. Darling),2014-06-24,0.495,0.743,7,-4.021,1,0.0341,0.000748,0.393,0.322,0.151,140.047,244286,4
469,Kaskade,More,2019-05-10,0.706,0.812,10,-5.503,1,0.0413,0.0167,0,0.368,0.482,123.025,191256,4
470,Cash Cash,I Found You,2020-02-28,0.646,0.761,1,-2.557,1,0.0385,0.0714,0,0.222,0.472,129.916,167308,4
471,GATTÜSO,Who We Are?,2018-06-29,0.479,0.919,0,-3.443,1,0.153,0.116,0.000139,0.152,0.388,127.001,215488,4
472,Markus Schulz,Destiny,2016-04-29,0.551,0.896,3,-5.291,0,0.063,0.0135,0.000125,0.368,0.187,129.977,227927,4
473,Steve Brian,Hyperwave - Radio Edit,2018-02-02,0.548,0.879,9,-6.312,1,0.0723,8.87e-05,0.000144,0.527,0.32,127.985,203438,3
474,Galantis,You,2014-02-18,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.21,127.972,221286,4
475,Jordan Kelvin James,Ride,2020-06-12,0.66,0.58,0,-8.497,1,0.071,0.109,0,0.0665,0.214,122.047,248359,4
476,A R I Z O N A,Oceans Away - Sam Feldt Remix,2017-01-20,0.741,0.613,1,-9.347,1,0.0354,0.316,0.0316,0.0893,0.271,115.031,171109,4
477,KSHMR,My Best Life (feat. Mike Waters),2019-07-11,0.625,0.836,8,-2.884,0,0.224,0.0305,0,0.0867,0.675,105.023,212286,4
478,Disciples,On My Mind,2017-02-17,0.741,0.893,0,-2.549,0,0.0384,0.0435,3.19e-05,0.0371,0.733,122.056,185846,4
479,Gareth Emery,Hands - Original Mix,2015-08-31,0.604,0.783,7,-5.473,1,0.0619,0.00562,0.00293,0.351,0.301,128.025,314500,4
480,Cash Cash,Call You (feat. Nasri of MAGIC!),2018-11-30,0.494,0.767,10,-4.101,1,0.051,0.12,0,0.374,0.112,125.506,219451,3
481,Zack Martino,Crave U,2019-12-06,0.716,0.83,7,-6.063,0,0.0459,0.0806,0.00216,0.141,0.386,126.022,212381,4
482,Georgia,Never Let You Go - MK Remix (Edit),2019-09-16,0.601,0.834,1,-8.522,1,0.0361,0.00445,0.841,0.0558,0.488,124.965,203555,4
483,RÜFÜS DU SOL,Treat You Better,2018-10-19,0.599,0.539,8,-5.897,1,0.034,0.356,5.38e-06,0.102,0.188,121.947,273640,4
484,Galantis,Runaway (U & I),2015-06-05,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4
485,Gryffin,Body Back (feat. Maia Wright) - Deniz Koyu Remix,2020-01-30,0.489,0.739,8,-5.049,1,0.0397,0.0573,9.76e-06,0.105,0.472,125.003,257400,4
486,Lujavo,I KNOW (Erick T Remix),2019-08-16,0.629,0.92,8,-5.587,1,0.045,0.0267,5.41e-05,0.276,0.764,122.005,238033,4
487,Culture Shock,There for You,2019-06-07,0.375,0.983,2,-2.235,1,0.0508,0.00297,0.691,0.107,0.157,173.975,204483,4
488,The Knocks,Colors,2019-08-09,0.675,0.839,0,-3.758,1,0.0635,0.0375,0.0606,0.226,0.252,121.066,203557,4
489,Starley,Arms Around Me - Bad Paris Remix,2020-05-01,0.749,0.751,10,-3.831,1,0.0348,0.0198,0,0.0341,0.387,114.026,189560,4
490,ILLENIUM,Crashing (feat. Bahari),2019-08-16,0.582,0.681,5,-6.138,1,0.0458,0.342,0,0.186,0.273,95.995,230000,4
491,Paul Woolford,You Already Know,2019-04-05,0.551,0.893,6,-6.594,1,0.035,0.0213,0.000211,0.0791,0.683,124.978,179266,4
492,Moksi,Slow Burn,2019-07-26,0.633,0.651,7,-6.814,0,0.0574,0.0632,0.00358,0.141,0.202,119.978,244303,4
493,Devault,Nothing But You (feat. Donnie Sloan & Ricky Ducati),2018-11-02,0.603,0.632,6,-9.499,1,0.0408,0.46,0.000218,0.0982,0.27,110.998,271200,4
494,Galantis,Gold Dust - East & Young Remix,2015-05-04,0.667,0.861,2,-4.53,1,0.0482,0.00142,0.00988,0.0613,0.264,126.0,293158,4
495,ODESZA,Higher Ground (feat. Naomi Wild),2017-09-08,0.629,0.852,1,-5.094,1,0.0521,0.0865,0.0215,0.263,0.415,104.997,215131,4
496,M-22,Can’t Stop Loving You,2020-03-13,0.693,0.847,11,-5.205,1,0.0458,0.00087,0.0034,0.131,0.374,124.002,185394,4
497,David Guetta,Thing For You (With Martin Solveig),2019-07-12,0.774,0.723,2,-5.545,1,0.0496,0.0395,1.82e-05,0.1,0.769,121.057,191399,4
498,Gryffin,Heading Home,2016-01-22,0.582,0.914,11,-4.097,1,0.0573,0.0119,0.000408,0.201,0.268,118.076,271147,4
499,DVBBS,Need U,2019-08-16,0.714,0.705,10,-6.479,1,0.0995,0.292,0.000386,0.126,0.471,114.994,219521,4
500,Young Bombs,Don't Let Them,2019-05-31,0.58,0.821,5,-3.603,1,0.0636,0.0928,0,0.146,0.572,119.919,147999,4
501,LVNDSCAPE,Waterfalls,2016-01-15,0.825,0.588,1,-5.823,0,0.0396,0.0383,0.000224,0.127,0.331,120.016,206500,4
502,Nora En Pure,Tears In Your Eyes,2017-06-19,0.638,0.773,11,-5.849,0,0.0795,0.0469,0.000172,0.313,0.353,119.984,215125,4
503,Druu,Just You & I,2018-09-14,0.591,0.835,9,-3.149,1,0.0371,0.0265,2.4e-06,0.0944,0.64,123.982,205161,4
504,Lane 8,The Rope (feat. POLIÇA) - Le Youth Remix,2020-03-05,0.565,0.824,2,-7.668,1,0.0308,0.0037,0.382,0.44,0.33,125.03,279081,4
505,M-22,First Time - Disco Fries Remix,2018-09-07,0.761,0.727,8,-5.441,1,0.0458,0.0656,0.397,0.126,0.42,123.987,207339,4
506,Octave Minds,Anthem,2014-09-15,0.284,0.488,0,-9.432,1,0.0339,0.148,0.919,0.118,0.038,119.907,330000,4
507,Seven Lions,Strangers,2014-04-29,0.579,0.697,0,-7.429,0,0.0394,0.0142,1.6e-06,0.157,0.49,129.967,204213,4
508,Gryffin,OMG (with Carly Rae Jepsen),2019-07-31,0.552,0.623,6,-5.766,1,0.0532,0.0122,0.0123,0.106,0.616,177.973,215737,4
509,Surf Mesa,ily (i love you baby) (ARTY Remix) [feat. Emilee],2020-05-04,0.554,0.866,11,-3.649,0,0.0325,0.00262,0.000148,0.238,0.319,125.087,187330,4
510,Breathe Carolina,My Love,2018-09-21,0.675,0.749,2,-7.063,1,0.093,0.00885,0,0.111,0.404,122.138,144918,4
511,EDX,We Can't Give Up,2017-09-08,0.79,0.605,8,-9.939,1,0.0754,0.291,0.0016,0.143,0.425,122.991,158573,4
512,DallasK,Sometimes,2019-03-29,0.726,0.775,0,-6.903,0,0.0687,0.0494,0.000457,0.359,0.575,121.947,182951,4
513,A-Trak,What Can I Do,2019-11-22,0.813,0.719,10,-7.992,0,0.0405,0.0508,0.873,0.048,0.62,123.989,375702,4
514,Sam Feldt,Hold Me Close (feat. Ella Henderson),2020-03-27,0.654,0.795,0,-4.419,1,0.0536,0.178,0,0.19,0.465,120.019,185750,4
515,The Magician,You and Me,2020-05-15,0.646,0.814,7,-5.263,0,0.0437,0.000415,0.0305,0.0882,0.117,121.043,214959,4
516,Autograf,You Might Be (feat. Lils) - Spotify Edit Audio,2017-03-31,0.668,0.714,7,-5.93,1,0.0994,0.319,0.185,0.1,0.395,114.032,190000,4
517,Axwell /\ Ingrosso,I Love You,2017-07-28,0.643,0.868,0,-4.03,1,0.15,0.3,0,0.119,0.71,114.895,190987,4
518,Gryffin,Nobody Compares To You (feat. Katie Pearlman),2019-10-24,0.59,0.764,2,-4.735,1,0.0467,0.229,0,0.192,0.331,104.911,231291,4
519,Boston Bun,Missing You,2017-06-16,0.675,0.811,0,-6.966,0,0.0629,0.00301,0.0413,0.126,0.271,126.023,207265,4
520,EDX,Breathin' - Radio Mix,2014-07-14,0.689,0.829,8,-6.324,1,0.0494,0.0453,0.000154,0.181,0.139,119.041,173067,4
