Index,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
521,Bazzi vs.,Beautiful - Bazzi vs. Hook N Sling's Spectrums Remix,2018-07-06,0.678,0.881,2,-3.081,1,0.0484,0.0739,0,0.111,0.5,109.981,170727,4
522,Party Pupils,Love Me For The Weekend (with Ashe),2018-11-16,0.662,0.711,5,-5.171,0,0.226,0.0495,0,0.0691,0.557,114.914,226957,4
523,Bob Dylan,Knockin' On Heaven's Door,1973-07-13,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4
524,The Goo Goo Dolls,Over You,2019-09-13,0.589,0.633,7,-5.15,1,0.0235,0.00506,1.39e-06,0.172,0.479,84.063,174374,3
525,Plain White T's,Hey There Delilah,2005-01-01,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,232533,4
526,Coldplay,Champion Of The World,2019-11-20,0.503,0.596,7,-7.094,1,0.0263,0.0028,0.0112,0.109,0.167,108.897,257547,4
527,Paul Simon,50 Ways to Leave Your Lover,1975-10-25,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,217347,4
528,John Mayer,I Guess I Just Feel Like,2019-02-22,0.556,0.528,4,-8.033,1,0.0266,0.615,0.0964,0.122,0.163,159.821,285480,4
529,Damien Rice,Cannonball,2003-03-24,0.642,0.284,1,-15.317,1,0.0326,0.845,0.000234,0.113,0.439,147.874,310000,4
530,The Lumineers,Salt And The Sea,2019-09-13,0.63,0.31,9,-9.253,1,0.028,0.704,0.0011,0.128,0.0712,93.067,270893,4
531,Katie Melua,Nine Million Bicycles,2005-09-23,0.534,0.247,0,-15.636,1,0.0322,0.516,0.00859,0.122,0.344,82.168,197160,4
532,Seafret,Most of Us Are Strangers,2020-01-09,0.526,0.447,7,-7.03,0,0.0357,0.772,0,0.046,0.336,78.699,222587,4
533,Monica Heldal,Boy from the North,2013-10-18,0.275,0.325,8,-10.99,0,0.032,0.585,0.00177,0.122,0.0753,92.075,284320,4
534,Leonard Cohen,"Hey, That's No Way to Say Goodbye",1967-12-27,0.442,0.25,10,-13.017,1,0.0314,0.893,1.76e-05,0.103,0.285,138.906,176520,4
535,Milow,Ayo Technology,2009-04-23,0.775,0.657,11,-7.645,0,0.0338,0.641,0,0.0999,0.776,128.06,213640,4
536,Sam Fender,Two People,2019-09-13,0.398,0.204,9,-10.845,1,0.0296,0.88,2.35e-06,0.108,0.0425,92.04,236653,4
537,Ed Sheeran,I Don't Care - Acoustic,2019-05-31,0.706,0.349,6,-8.125,1,0.0302,0.791,0,0.108,0.624,94.058,238220,4
538,Band of Horses,No One's Gonna Love You (Stockholm Version),2018-04-06,0.599,0.198,1,-8.557,1,0.0581,0.953,0.000127,0.0994,0.214,141.987,228646,4
539,Ray LaMontagne,Trouble,2004-09-14,0.32,0.451,7,-11.753,1,0.0427,0.329,0.000174,0.338,0.513,173.083,241733,3
540,The Lumineers,It Wasn't Easy To Be Happy For You,2019-07-19,0.765,0.373,2,-5.321,1,0.0302,0.854,0,0.0949,0.379,89.099,214067,4
541,Alec Benjamin,Must Have Been The Wind,2019-06-13,0.653,0.644,7,-6.204,1,0.0572,0.784,0.000205,0.166,0.363,88.976,179300,4
542,Coldplay,Everglow,2016-11-10,0.425,0.257,4,-8.467,1,0.0321,0.968,0.0181,0.115,0.341,144.479,227507,4
543,Bon Iver,Holocene,2011-05-21,0.379,0.306,1,-14.446,1,0.0305,0.942,0.323,0.123,0.157,147.902,336613,4
544,Lily Allen,"Somewhere Only We know - Live from Spotify, London",2014-04-28,0.349,0.33,10,-8.65,1,0.0357,0.891,3.42e-05,0.736,0.16,76.71,227927,4
545,Calexico,Midnight Sun,2019-05-02,0.488,0.413,11,-11.957,1,0.0338,0.517,0.253,0.0909,0.199,152.609,254507,4
546,Ed Sheeran,Lego House,2011-09-09,0.592,0.637,11,-8.48,1,0.0992,0.562,0,0.13,0.565,159.701,185093,4
547,Lady Gaga,Always Remember Us This Way,2018-10-05,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,210200,4
548,Roo Panes,Tiger Striped Sky,2014-10-06,0.473,0.317,2,-10.324,1,0.0318,0.944,0.0124,0.11,0.132,139.899,241720,4
549,The Lumineers,Left For Denver,2019-08-16,0.737,0.118,5,-11.78,1,0.0338,0.908,5.21e-05,0.102,0.453,88.732,196653,4
550,George Ezra,Budapest,2014-06-27,0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787,200720,4
551,Jack Johnson,Sunsets For Somebody Else,2017-08-04,0.709,0.228,7,-7.975,1,0.0326,0.838,2.2e-05,0.146,0.597,113.098,210480,4
552,Chris Stapleton,I Want Love,2018-03-16,0.414,0.494,10,-6.18,1,0.0275,0.0547,0.000345,0.0941,0.275,139.096,272800,4
553,The Script,Run Through Walls,2019-11-08,0.337,0.66,2,-3.644,1,0.0324,0.226,0,0.744,0.49,158.864,206693,4
554,First Aid Kit,Fireworks,2018-01-19,0.502,0.483,8,-7.173,1,0.0247,0.597,1.37e-06,0.108,0.243,92.579,254547,3
555,Iron & Wine,Autumn Town Leaves,2018-08-31,0.657,0.32,1,-15.104,1,0.031,0.857,0.00125,0.144,0.39,115.724,195200,4
556,Jade Bird,Uh Huh - Acoustic,2018-09-21,0.368,0.441,4,-6.656,1,0.0457,0.599,0,0.145,0.297,192.461,171971,4
557,Hozier,Movement,2018-11-14,0.436,0.466,1,-6.808,0,0.0393,0.0998,9.33e-05,0.0927,0.151,71.984,237120,4
558,Savage Garden,I Knew I Loved You,1999-11-09,0.61,0.497,9,-9.88,1,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,250360,4
559,Bombay Bicycle Club,Dust On The Ground,2010-01-01,0.605,0.319,10,-10.892,1,0.0306,0.757,0.00237,0.116,0.273,109.603,243752,4
560,Adele,When We Were Young,2016-02-05,0.381,0.594,3,-5.97,1,0.0486,0.348,0,0.0925,0.273,143.86,290907,4
561,Jack Johnson,My Mind Is For Sale,2017-07-14,0.816,0.667,2,-7.236,1,0.135,0.689,0.00021,0.13,0.766,97.92,239867,4
562,Martin Gauffin,Found,2019-08-23,0.517,0.397,0,-14.281,1,0.0289,0.901,0.867,0.11,0.195,100.005,159049,4
563,Tom Odell,Half As Good As You (feat. Alice Merton),2018-10-26,0.602,0.431,0,-5.03,1,0.032,0.687,0,0.108,0.419,82.958,210859,4
564,Charlie Cunningham,Sink In,2019-03-12,0.514,0.448,8,-15.414,0,0.05,0.829,0.0318,0.106,0.281,82.001,200467,4
565,Paolo Nutini,Last Request,2007-01-30,0.605,0.704,5,-6.564,1,0.0476,0.241,0,0.137,0.4,80.925,220413,4
566,John Smith,The Time Has Come,2018-10-05,0.671,0.223,6,-12.887,1,0.0293,0.853,0.0293,0.113,0.251,115.488,172400,4
567,George Ezra,Hold My Girl,2018-03-23,0.614,0.527,10,-6.374,1,0.0302,0.597,0,0.11,0.354,121.941,211764,4
568,Smith & Thell,Feathers & Gasoline,2017-05-12,0.53,0.7,6,-7.956,1,0.0329,0.624,0.000866,0.129,0.243,169.995,237876,4
569,Elina,Free,2019-09-06,0.627,0.213,10,-12.634,1,0.0349,0.877,0,0.204,0.18,92.054,199463,4
570,Alexander Cardinale,Simple Things (feat. Christina Perri),2019-06-26,0.653,0.731,0,-6.156,1,0.0372,0.227,0,0.461,0.458,111.973,187508,4
571,Noah Gundersen,BAD DESIRE,2017-08-11,0.593,0.273,0,-9.239,1,0.0292,0.893,0.00214,0.104,0.209,60.983,253821,4
572,Family of the Year,Let Her Go,2018-05-18,0.545,0.508,7,-7.012,1,0.0297,0.211,0,0.0944,0.31,145.981,192627,4
573,Kings of Convenience,Mrs. Cold,2009-01-01,0.755,0.366,3,-13.459,1,0.0548,0.86,0.0655,0.111,0.674,96.317,186467,4
574,Lewis Watson,Fly When I Fall,2019-08-23,0.568,0.339,8,-10.351,1,0.0297,0.211,0,0.0785,0.202,119.69,250400,3
575,Kristofer Greczula,You're Not Alone,2017-09-08,0.269,0.494,0,-8.31,1,0.0532,0.481,0,0.127,0.321,76.5,217800,4
576,Bruno Mars,When I Was Your Man,2012-12-07,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,213827,4
577,Etta James,At Last - Single Version,1960,0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,182400,3
578,Crying Day Care Choir,Bigger Heart (Acoustic),2019-10-04,0.419,0.113,2,-15.591,1,0.0458,0.943,0.000654,0.139,0.534,160.121,288731,3
579,Taylor Swift,Lover,2019-08-16,0.359,0.543,7,-7.582,1,0.0915,0.492,1.57e-05,0.118,0.453,68.504,221307,4
580,Isak Danielson,I Am Falling In Love,2018-10-19,0.67,0.396,5,-7.967,1,0.03,0.256,0,0.112,0.359,77.988,248000,4
581,Billy Raffoul,When We Were Young,2019-09-27,0.592,0.36,4,-10.157,1,0.146,0.783,0,0.306,0.551,90.351,183012,4
582,Calum Scott,Dancing On My Own,2016-06-03,0.608,0.174,1,-8.796,1,0.0332,0.851,1.92e-05,0.0855,0.193,112.175,260004,4
583,Mipso,People Change,2018-02-23,0.374,0.276,7,-14.945,1,0.0353,0.884,0.0123,0.122,0.412,80.169,212853,4
584,Henriette Linja,Travel the World,2019-08-30,0.511,0.0739,11,-15.786,0,0.0383,0.94,0.000546,0.104,0.0636,129.932,258462,4
585,Tom Odell,Summer Day,2019-04-05,0.754,0.709,3,-7.476,1,0.0551,0.857,3.14e-05,0.096,0.701,112.02,178942,4
586,Florence + The Machine,Sky Full Of Song,2018-04-12,0.533,0.32,8,-8.819,1,0.0316,0.731,1.65e-05,0.154,0.291,98.036,226160,4
587,Kayla Stockert,Where Did You Go,2019-08-04,0.718,0.429,7,-7.73,1,0.0428,0.325,0,0.143,0.266,129.977,186923,4
588,RHODES,Wishes,2015-09-18,0.247,0.543,2,-7.087,1,0.0422,0.144,3.13e-06,0.117,0.153,73.005,253773,4
589,Daniel Merriweather,Red,2009-06-01,0.422,0.67,4,-5.955,1,0.0292,0.107,0,0.11,0.119,95.797,233213,4
590,Erik Nordblad,Lost,2019-09-20,0.679,0.546,4,-7.414,1,0.0702,0.445,0,0.146,0.609,94.963,196162,4
591,Lewis Capaldi,Before You Go,2019-11-19,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
592,LØLØ,Dancing in the Dark,2019-06-03,0.743,0.472,11,-8.957,1,0.0996,0.291,7.87e-05,0.0942,0.462,144.992,178472,4
593,Tiz McNamara,Days Like These,2019-09-20,0.358,0.293,3,-11.372,1,0.0376,0.776,3.63e-05,0.107,0.214,88.014,208027,5
594,Michael Schulte,Let It Go,2019-10-25,0.682,0.491,0,-6.217,0,0.0436,0.595,0,0.0977,0.314,118.052,177076,4
595,Endre Nordvik,I'm In Love with You,2017-01-20,0.541,0.46,9,-9.53,0,0.0262,0.335,0.000164,0.469,0.395,79.994,227252,4
596,Volcan Peaks,To Let You In,2019-05-31,0.63,0.664,2,-8.046,1,0.0261,0.17,0.0713,0.105,0.443,131.993,196364,4
597,Plàsi,Who Are We,2016-04-23,0.563,0.31,2,-9.484,1,0.0343,0.852,2.58e-05,0.102,0.369,72.988,273438,4
598,Phosphorescent,C'est La Vie No.2,2018-10-05,0.739,0.396,0,-10.514,1,0.0438,0.961,0.32,0.0828,0.672,116.031,205824,4
599,James Arthur,Falling Like The Stars,2019-05-10,0.296,0.351,6,-9.538,1,0.0351,0.823,1.5e-06,0.11,0.19,177.596,212720,3
600,Joshua Radin,"Here, Right Now",2019-07-12,0.496,0.391,10,-9.844,1,0.0311,0.826,0.0126,0.108,0.492,108.868,183213,4
601,Lewis Capaldi,Hold Me While You Wait,2019-05-03,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,205687,4
602,ViVii,Suckerpunch,2018-10-12,0.499,0.472,6,-8.03,0,0.0274,0.19,0.0436,0.106,0.361,130.182,238173,4
603,Courtney Marie Andrews,Rough Around the Edges,2018-03-23,0.382,0.267,2,-8.8,1,0.0289,0.924,0.000293,0.0858,0.216,121.656,251693,3
604,Noah Kahan,Mess,2019-03-01,0.576,0.85,10,-3.989,1,0.0627,0.136,0,0.0821,0.542,81.996,212827,4
605,Ben Howard,Only Love,2011-01-01,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,249173,4
606,Volcan Peaks,Dreamers Of The Shore,2019-03-29,0.648,0.704,2,-8.419,1,0.0325,0.833,0.000252,0.362,0.438,107.97,171908,4
607,Charlie Cunningham,"You Sigh (Live from Spotify, London)",2017-08-04,0.711,0.28,5,-11.603,0,0.0477,0.385,0.0236,0.799,0.407,93.069,203947,4
608,James Bay,Peer Pressure (feat. Julia Michaels),2019-02-22,0.631,0.715,1,-6.083,0,0.0277,0.0299,0,0.121,0.42,135.826,176880,4
609,Luke Sital-Singh,Late for the Sky,2018-01-12,0.501,0.103,0,-14.375,1,0.0333,0.971,8.59e-05,0.0751,0.152,82.763,307952,4
610,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),2017-11-30,0.587,0.299,8,-7.365,1,0.0263,0.779,0,0.123,0.356,94.992,259550,3
611,James Arthur,Quite Miss Home,2019-10-18,0.578,0.43,10,-6.396,1,0.0282,0.608,2.67e-06,0.117,0.156,136.824,243187,4
612,Gavin James,Nervous,2016-03-11,0.543,0.673,7,-10.046,1,0.0384,0.375,7.65e-05,0.127,0.159,83.102,216200,4
613,Juke Ross,Wasted Time,2019-09-10,0.68,0.749,9,-5.696,0,0.119,0.093,0,0.106,0.525,114.126,194991,4
614,Endre Nordvik,I Believe,2017-08-25,0.539,0.333,9,-11.521,1,0.0273,0.608,2e-06,0.128,0.197,101.229,239279,4
615,Sval,Young Alien,2019-04-12,0.686,0.516,1,-9.141,1,0.0379,0.107,9.46e-06,0.122,0.251,129.923,191608,4
616,The Shires,I Just Wanna Love You,2015-02-23,0.587,0.398,3,-9.965,1,0.0278,0.435,5.23e-06,0.155,0.309,145.9,233053,4
617,Benjamin Francis Leftwich,Elephant,2019-09-20,0.489,0.472,3,-7.138,1,0.0289,0.687,0.00116,0.123,0.264,130.035,204153,4
618,Lauren Daigle,You Say,2018-09-07,0.494,0.637,5,-6.381,1,0.0333,0.669,0,0.0882,0.1,147.924,274693,4
619,Ea Kaya,Back of Your Head,2019-08-30,0.585,0.529,1,-6.898,1,0.0422,0.297,0,0.0678,0.265,79.983,234220,4
620,Paul Rey,Tear Me Down,2018-06-15,0.515,0.238,11,-10.506,1,0.0678,0.849,0,0.108,0.19,96.875,177093,5
621,Bear's Den,Laurel Wreath,2019-03-04,0.49,0.755,8,-4.496,1,0.0394,0.113,0.000176,0.112,0.358,132.01,273960,4
622,Half Moon Run,Flesh and Blood,2019-09-13,0.451,0.735,5,-5.516,1,0.0295,0.0266,0,0.106,0.178,88.784,297573,4
623,The National,Light Years,2019-05-17,0.544,0.316,4,-11.666,1,0.0307,0.95,0.7,0.0978,0.173,124.989,213373,4
624,Snow Patrol,Time Won't Go Slowly,2019-07-02,0.364,0.342,8,-14.98,1,0.0874,0.492,0.00169,0.184,0.355,159.802,221480,3
625,Wilco,Love Is Everywhere (Beware),2019-07-16,0.313,0.52,7,-9.436,1,0.0298,0.12,0.452,0.0993,0.511,144.249,213128,3
626,Calexico,Father Mountain,2019-03-21,0.413,0.537,6,-8.994,1,0.0292,0.547,7.25e-05,0.115,0.752,153.792,174053,4
627,Charlie Cunningham,Permanent Way,2019-02-12,0.561,0.55,8,-17.419,1,0.037,0.77,0.476,0.0921,0.446,147.01,252080,4
628,Better Oblivion Community Center,Dylan Thomas,2019-01-23,0.593,0.807,2,-7.994,1,0.0372,0.00012,0.000226,0.0944,0.521,116.072,216787,4
629,Fruit Bats,A Lingering Love,2019-06-21,0.617,0.793,2,-9.098,1,0.0263,0.0731,0.53,0.119,0.357,100.981,216560,4
630,The Slow Show,Low,2019-08-30,0.55,0.208,2,-17.36,1,0.0293,0.75,0.761,0.174,0.04,108.918,289217,4
631,Bear's Den,Crow,2019-04-16,0.515,0.367,9,-9.076,1,0.0302,0.789,0.701,0.0495,0.14,120.024,296800,3
632,Ten Fé,Isn't Ever A Day,2019-03-08,0.665,0.756,6,-6.355,0,0.028,0.00446,0.748,0.312,0.763,131.025,284653,4
633,The Teskey Brothers,Man Of The Universe,2019-06-07,0.685,0.858,5,-4.68,1,0.0392,0.258,0,0.197,0.882,108.151,249693,4
634,Mighty Oaks,Like An Eagle,2018-12-21,0.557,0.514,3,-10.51,1,0.0332,0.338,0.238,0.113,0.327,81.761,249627,4
635,Black Sea Dahu,Rhizome,2019-09-27,0.275,0.47,0,-10.385,1,0.0554,0.466,0.00015,0.102,0.267,160.715,257326,3
636,Calexico,Years to Burn,2019-06-14,0.533,0.169,10,-16.999,1,0.0283,0.511,0.0467,0.0824,0.328,106.681,187499,3
637,Ásgeir,Youth,2019-10-30,0.573,0.638,9,-8.7,0,0.0265,0.356,0.122,0.125,0.397,109.96,210467,4
638,Freedom Fry,Rio Grande,2019-06-21,0.583,0.574,4,-7.298,0,0.0283,0.488,9.04e-05,0.118,0.331,79.998,271594,4
639,Alice Phoebe Lou,Fynbos,2019-03-08,0.426,0.19,7,-12.68,0,0.0429,0.902,0,0.0917,0.0638,65.042,211644,3
640,Fruit Bats,Ocean,2019-06-04,0.557,0.275,0,-13.191,1,0.0417,0.85,0.123,0.112,0.296,165.768,198307,4
641,flora cash,You're Somebody Else,2020-03-06,0.706,0.46,1,-9.061,1,0.0296,0.847,0.00796,0.106,0.23,102.984,219013,4
642,chloe moriondo,Manta Rays,2020-06-26,0.49,0.847,4,-3.852,1,0.0901,0.421,0,0.097,0.488,149.825,213120,4
643,Hanreti,Shine On,2019-02-07,0.454,0.61,4,-12.149,1,0.029,0.0227,0.238,0.0894,0.325,141.626,324533,4
644,Peter Bjorn and John,Bones,2019-02-22,0.623,0.38,6,-11.153,1,0.0364,0.947,0.0158,0.129,0.157,123.882,231613,4
645,Rolling Blackouts Coastal Fever,In the Capital,2019-02-27,0.247,0.852,1,-5.142,1,0.0397,0.00154,0.57,0.124,0.481,81.565,245826,4
646,Kurt Vile,Baby's Arms,2019-09-30,0.492,0.526,11,-6.279,0,0.0348,0.878,0.00435,0.275,0.348,82.12,284640,4
647,Khruangbin,August 10,2018-01-26,0.596,0.401,4,-12.586,0,0.0383,0.0159,0.894,0.16,0.739,82.082,265410,4
648,The Ivy,Thirty Eight,2020-04-24,0.595,0.685,11,-6.383,1,0.0278,0.152,0,0.1,0.353,136.005,230266,4
649,Quiet Island,Drunk,2018-10-05,0.532,0.735,6,-6.707,1,0.0324,0.371,0.0235,0.0972,0.265,104.049,233973,4
650,Shannon Lay,August,2019-08-08,0.436,0.451,5,-9.705,0,0.0301,0.675,3.37e-06,0.113,0.348,120.157,168013,4
651,Will Butler,Surrender,2020-07-14,0.259,0.879,10,-7.569,1,0.102,0.0817,0.0173,0.112,0.449,187.101,229067,4
652,Whitney,Used To Be Lonely,2019-08-14,0.56,0.404,8,-9.067,1,0.0288,0.877,0.00948,0.0932,0.356,103.477,228960,4
653,Friska Viljor,All is good,2018-12-31,0.572,0.225,4,-12.843,1,0.0298,0.899,1.51e-06,0.102,0.108,112.03,223975,4
654,Lea Porcelain,I Am Ok,2019-04-05,0.66,0.643,0,-8.653,1,0.0547,0.612,0.0798,0.119,0.0777,113.947,240298,4
655,Black Sea Dahu,Thaw,2019-07-26,0.532,0.244,2,-17.651,1,0.0369,0.493,0.0491,0.106,0.11,91.948,229956,4
656,Dekker,This Here Island,2019-09-20,0.7,0.291,10,-11.277,1,0.067,0.855,0.000696,0.105,0.529,97.831,243499,4
657,Fruit Bats,The Bottom of It,2019-04-03,0.495,0.625,5,-10.728,1,0.0466,0.138,0.0175,0.117,0.293,77.773,181400,4
658,Bon Iver,Naeem,2019-08-08,0.37,0.404,0,-10.362,1,0.0438,0.801,0.019,0.679,0.162,125.271,262267,4
659,The Day,Tenderfoot,2020-02-14,0.495,0.749,10,-8.037,1,0.0273,0.0223,0.0024,0.128,0.603,81.012,128704,4
660,Bruce Hornsby,Cast-Off,2019-03-22,0.559,0.493,8,-8.742,1,0.0361,0.684,0.0116,0.109,0.184,99.891,316853,4
661,KEØMA,Rich Man,2019-05-10,0.508,0.563,1,-7.773,1,0.028,0.000642,0.0954,0.112,0.221,115.962,236751,4
662,Menke,Youth,2019-09-27,0.741,0.465,0,-11.458,0,0.0322,0.488,0.0792,0.102,0.74,118.067,195267,4
663,Tycho,Outer Sunset,2020-02-28,0.716,0.695,8,-11.146,1,0.0449,0.514,0.916,0.0933,0.693,96.994,250384,4
664,Asaf Avidan,Lost Horse,2020-05-15,0.716,0.7,5,-5.742,0,0.0417,0.0331,0.0065,0.14,0.552,75.528,233759,4
665,The Whitest Boy Alive,Serious,2020-03-06,0.714,0.473,0,-13.602,1,0.0375,0.242,0.0493,0.143,0.806,99.972,178999,4
666,Niklas Paschburg,Spark,2018-02-09,0.36,0.41,10,-16.215,0,0.0374,0.947,0.854,0.104,0.0352,89.904,264045,4
667,Whitney,Valleys (My Love),2019-07-17,0.57,0.61,11,-7.146,1,0.0347,0.632,0.567,0.099,0.504,88.674,236453,4
668,Dayglow,Can I Call You Tonight?,2019-11-14,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769,4
669,Lola Marsh,Only For A Moment,2019-10-17,0.741,0.726,0,-5.844,1,0.0417,0.235,1.37e-05,0.101,0.768,140.003,167333,4
670,Milky Chance,Don't Let Me Down,2020-05-01,0.854,0.674,0,-7.32,1,0.0597,0.345,9.82e-05,0.12,0.729,109.958,200391,4
671,JONAH,Ocean Wide,2020-04-24,0.559,0.353,6,-9.732,0,0.0323,0.513,0.161,0.18,0.237,149.945,184516,3
672,Aldous Harding,Treasure,2019-04-26,0.607,0.154,9,-12.44,0,0.0468,0.949,0.000823,0.0901,0.35,135.543,251520,4
673,Tycho,Alright,2020-02-28,0.669,0.658,9,-10.313,1,0.0293,0.082,0.873,0.51,0.506,127.998,242484,4
674,Real Estate,Paper Cup - Edit,2020-02-28,0.596,0.71,9,-6.196,1,0.0288,0.353,0.0215,0.326,0.663,122.04,227853,4
675,Billie Marten,Cartoon People,2019-04-04,0.715,0.207,10,-14.154,1,0.0336,0.912,0,0.13,0.247,109.043,213539,4
676,boy pablo,honey,2020-07-13,0.656,0.628,0,-10.161,1,0.0339,0.304,0.074,0.135,0.715,144.036,254886,4
677,Luke Sital-Singh,Los Angeles,2019-01-10,0.597,0.324,2,-12.884,1,0.0307,0.821,0.0581,0.142,0.419,148.139,213981,4
678,Lucy Rose,Save Me From Your Kindness,2019-03-22,0.478,0.18,0,-15.507,1,0.0323,0.943,0.104,0.0729,0.184,143.973,227947,4
679,Kishi Bashi,F Delano,2019-04-04,0.244,0.801,0,-6.023,1,0.0425,0.163,0.00034,0.496,0.533,201.619,204107,4
680,Whitney,Rain,2020-05-25,0.627,0.401,4,-11.341,0,0.0337,0.681,0.000112,0.0993,0.559,79.382,228695,4
681,The Sweet Serenades,City Lights,2020-03-27,0.604,0.602,9,-9.648,0,0.0305,0.00775,0.881,0.115,0.271,129.984,290773,4
682,Aldous Harding,The Barrel - Radio Edit,2019-02-20,0.738,0.424,11,-8.189,1,0.033,0.744,8.42e-05,0.121,0.603,87.077,219511,4
683,Phoebe Bridgers,Kyoto,2020-04-09,0.594,0.746,11,-6.94,1,0.0425,0.0374,0.288,0.0961,0.504,131.007,184534,4
684,Ten Fé,Coasting,2019-01-10,0.641,0.591,7,-6.612,1,0.029,0.0402,0.0191,0.215,0.445,130.967,259813,4
685,Benjamin Francis Leftwich,The Mess We Make,2019-02-15,0.394,0.181,6,-15.221,1,0.0381,0.9,2.21e-05,0.0995,0.303,119.557,207164,4
686,Brittany Howard,Stay High,2019-07-16,0.598,0.853,9,-5.373,1,0.0546,0.132,0.00298,0.132,0.315,122.012,191396,1
687,Kiasmos,Blurred,2017-10-06,0.853,0.406,4,-11.658,1,0.0483,0.587,0.855,0.09,0.0825,122.009,305547,3
688,Khruangbin,So We Won't Forget,2020-06-16,0.645,0.417,2,-13.22,1,0.0987,0.0302,0.851,0.183,0.967,101.298,298333,4
689,Bibio,Curls,2019-02-06,0.497,0.348,9,-10.593,1,0.0285,0.879,0.796,0.722,0.227,82.176,197933,4
690,COMA,A-Train,2019-11-22,0.574,0.721,0,-7.872,1,0.1,0.651,0.0995,0.295,0.564,100.01,299299,4
691,Tash Sultana,Pretty Lady,2020-04-09,0.471,0.602,2,-7.302,1,0.132,0.705,5.73e-06,0.0936,0.573,118.193,277908,4
692,Future Islands,For Sure,2020-07-08,0.584,0.76,10,-5.724,1,0.0299,0.0475,0.187,0.0843,0.782,134.989,205250,4
693,Dekker,"Tethered, Wrapped Around",2019-08-09,0.769,0.238,1,-11.598,1,0.0555,0.798,0.0461,0.116,0.706,92.093,195955,4
694,Kate Bollinger,I Don't Wanna Lose,2019-06-21,0.5,0.463,7,-10.764,1,0.0583,0.34,0.00221,0.209,0.331,141.941,200828,4
695,Cassia,Drifting,2020-05-22,0.744,0.553,6,-8.845,0,0.0493,0.227,1.06e-05,0.158,0.404,101.138,224000,4
696,Phoebe Bridgers,Garden Song,2020-02-26,0.371,0.256,0,-16.7,1,0.227,0.868,0.00507,0.112,0.171,195.674,220065,4
697,Jesse Mac Cormack,No Love Go,2019-02-07,0.624,0.69,10,-6.014,1,0.0301,0.0659,0.00136,0.086,0.589,97.483,242052,4
698,Yoke Lore,Chin Up,2019-03-29,0.611,0.592,1,-10.922,1,0.0351,0.612,0.00461,0.103,0.322,130.843,265213,4
699,Bibio,Old Graffiti,2019-03-26,0.639,0.914,10,-7.189,0,0.0394,0.277,0.802,0.0382,0.966,94.823,208853,4
